 QueryID,TargetID,Identity,Coverage,QueryLength,MisMatch,Gaps,Evalue,BitScore,HomologyScore
PF3D7_0818400,sp|Q9Y324|FCF1_HUMAN,53.061,196,198,86,2,4.12E-68,207,5252.50303
PF3D7_0818500,sp|O76080|ZFAN5_HUMAN,32.258,217,191,117,7,1.42E-31,114,3664.914136
PF3D7_0818600,sp|Q7L211|ABHDD_HUMAN,27.652,264,302,177,7,8.93E-19,86.3,2417.260927
PF3D7_0818700,sp|Q9H4L7|SMRCD_HUMAN,39.111,225,1223,98,6,4.46E-39,159,719.5400654
PF3D7_0818800,sp|Q96G21|IMP4_HUMAN,30.286,350,362,163,9,6.18E-51,172,2928.20442
PF3D7_0818900,tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN,73.849,608,677,157,2,0,933,6632.229247
PF3D7_0819100,sp|Q9NQ55|SSF1_HUMAN,22.989,261,295,162,9,1.1E-09,59.7,2033.942034
PF3D7_0819500,tr|A0A087WXU0|A0A087WXU0_HUMAN,36.986,146,386,92,0,4.91E-29,115,1398.952332
PF3D7_0819700,sp|Q8IXT5|RB12B_HUMAN,17.209,215,781,176,2,5.78E-08,57.8,473.7432778
PF3D7_0819900,sp|P62310|LSM3_HUMAN,48.315,89,91,40,2,5.40E-23,85.5,4725.313187
PF3D7_0820000,tr|A0A087X0E3|A0A087X0E3_HUMAN,56.452,310,2082,134,1,6.30E-122,426,840.543708
PF3D7_0820200,tr|K7ELT9|K7ELT9_HUMAN,36.893,206,661,119,5,2.13E-34,134,1149.766717
PF3D7_0820500,tr|K7EPQ7|K7EPQ7_HUMAN,34,100,852,56,4,0.00000531,49.7,399.0610329
PF3D7_0820700,sp|Q9ULD0|OGDHL_HUMAN,39.94,999,1038,537,17,0,735,3843.936416
PF3D7_0821000,tr|C9JC03|C9JC03_HUMAN,26.257,179,514,113,8,7.64E-08,55.5,914.3974708
PF3D7_0821100,sp|P49841|GSK3B_HUMAN,44.162,197,918,101,3,1.74E-44,167,947.7030501
PF3D7_0821300,tr|E7EWK3|E7EWK3_HUMAN,27.259,675,867,378,12,6.63E-72,253,2122.240484
PF3D7_0821500,sp|Q92979|NEP1_HUMAN,36.15,213,279,127,4,6.98E-44,150,2759.83871
PF3D7_0821600,tr|E9PKV5|E9PKV5_HUMAN,40,115,674,69,0,5.19E-22,95.9,682.4925816
PF3D7_0821700,sp|P35268|RL22_HUMAN,50,98,139,48,1,4.07E-24,90.9,3525.179856
PF3D7_0821800,sp|P60468|SC61B_HUMAN,44.444,63,80,33,2,9.36E-11,53.9,3499.965
PF3D7_0822000,sp|Q9BYD3|RM04_HUMAN,23.246,228,568,152,7,0.000000206,53.9,933.1140845
PF3D7_0822200,sp|Q9H4Z3|CAPAM_HUMAN,32.558,129,1510,85,1,5.70E-17,87.8,278.1445033
PF3D7_0822300,sp|P62308|RUXG_HUMAN,51.948,77,83,35,2,2.05E-20,77.8,4819.272289
PF3D7_0822500,sp|Q4LDG9|DNAL1_HUMAN,41.989,181,199,104,1,5.38E-41,138,3819.1
PF3D7_0822600,sp|Q15436|SC23A_HUMAN,47.792,770,759,375,12,0,738,4848.463768
PF3D7_0822800,sp|Q96DI7|SNR40_HUMAN,34.967,306,324,196,2,1.18E-68,219,3302.438889
PF3D7_0822900,sp|Q8IXT5|RB12B_HUMAN,35.772,123,1176,79,0,6.83E-18,90.9,374.1459184
PF3D7_0823000,sp|Q99570|PI3R4_HUMAN,25.786,159,1332,109,5,0.00000535,52.4,307.8058559
PF3D7_0823100,sp|Q9H446|RWDD1_HUMAN,31.304,115,229,75,1,1.22E-09,57.8,1572.034934
PF3D7_0823200,tr|H0Y623|H0Y623_HUMAN,49.412,85,286,42,1,6.91E-21,92.8,1468.538462
PF3D7_0823300,sp|Q92830|KAT2A_HUMAN,46.802,344,1465,173,5,3.51E-84,296,1098.968464
PF3D7_0823800,tr|E7EP04|E7EP04_HUMAN,24.229,227,655,129,5,2.52E-12,68.9,839.6920611
PF3D7_0823900,sp|Q02978|M2OM_HUMAN,39.583,288,318,167,4,5.35E-69,218,3584.875472
PF3D7_0824100,sp|Q8NHP7|EXD1_HUMAN,29.375,160,406,93,5,2.59E-12,69.3,1157.635468
PF3D7_0824300,sp|A4D1E9|GTPBA_HUMAN,30.268,261,773,157,5,2.08E-23,104,1021.985511
PF3D7_0824600,sp|Q6FI81|CPIN1_HUMAN,43.689,103,266,43,2,3.59E-19,85.9,1691.716917
PF3D7_0824700,sp|Q96S06|LMF1_HUMAN,22.139,402,590,254,15,4.07E-09,60.5,1508.453898
PF3D7_0825100,sp|Q86SG2|ANR23_HUMAN,31.461,89,186,59,1,2.12E-09,56.6,1505.391935
PF3D7_0825500,tr|A0A494C108|A0A494C108_HUMAN,30.851,188,630,102,6,1.13E-10,65.9,920.6330159
PF3D7_0826100,tr|H0Y659|H0Y659_HUMAN,48.341,422,8591,215,3,2.19E-123,425,237.456664
PF3D7_0826200,sp|Q96I13|ABHD8_HUMAN,22.901,262,602,174,7,8.32E-08,55.8,996.6880399
PF3D7_0826300,tr|F5H8F7|F5H8F7_HUMAN,29.224,219,445,132,3,1.63E-21,97.8,1438.214831
PF3D7_0826400,tr|A0A8V8TQ96|A0A8V8TQ96_HUMAN,29.299,314,317,150,10,1.03E-28,114,2902.17224
PF3D7_0826500,tr|B7Z7P0|B7Z7P0_HUMAN,32.673,202,1326,115,3,3.62E-28,122,497.7334842
PF3D7_0826700,sp|P63244|RACK1_HUMAN,59.554,314,323,118,5,2.97E-130,374,5789.460062
PF3D7_0827000,sp|Q8TDD1|DDX54_HUMAN,34.694,392,1289,246,7,5.40E-67,245,1055.085182
PF3D7_0827100,sp|P46199|IF2M_HUMAN,32.889,225,1397,147,1,1.75E-37,153,529.7083035
PF3D7_0827700,sp|G5E9R7|KR416_HUMAN,47.727,44,943,23,0,0.000091,46.2,222.6922587
PF3D7_0827800,tr|A0A1B0GV09|A0A1B0GV09_HUMAN,26.224,286,2399,154,11,1.39E-16,88.2,312.6329304
PF3D7_0827900,sp|P13667|PDIA4_HUMAN,32.308,455,483,271,14,2.12E-69,234,3043.507246
PF3D7_0828000,sp|Q96CC6|RHDF1_HUMAN,32.667,150,267,97,2,2.31E-20,91.3,1835.224719
PF3D7_0828200,tr|A0A499FJL2|A0A499FJL2_HUMAN,39.024,205,1481,118,5,1.11E-43,169,540.1701553
PF3D7_0828400,sp|Q15070|OXA1L_HUMAN,22.267,247,589,169,7,1.14E-11,68.2,933.7774194
PF3D7_0828500,sp|Q14232|EI2BA_HUMAN,31.313,198,342,116,5,6.61E-20,89.4,1812.857895
PF3D7_0828700,tr|A0A087WX80|A0A087WX80_HUMAN,20.588,510,1033,318,19,3.47E-08,59.3,1016.445305
PF3D7_0829100,sp|Q96CT7|CC124_HUMAN,36.735,196,216,107,6,3.93E-20,85.9,3333.361111
PF3D7_0829200,sp|P35232|PHB1_HUMAN,48.699,269,272,132,2,4.19E-98,289,4816.187868
PF3D7_0829300,sp|O95777|LSM8_HUMAN,44.565,92,95,49,1,3.43E-24,88.6,4315.768421
PF3D7_0829400,sp|O15460|P4HA2_HUMAN,35.211,71,441,44,2,0.0000108,48.9,566.8891156
PF3D7_0831200,tr|F8WF76|F8WF76_HUMAN,55.224,67,961,27,1,3.64E-15,73.6,385.0164412
PF3D7_0831700,sp|P17066|HSP76_HUMAN,68.315,647,679,196,3,0,941,6509.544183
PF3D7_0902000,tr|C9JME8|C9JME8_HUMAN,38.889,54,542,33,0,0.0000288,44.7,387.4549815
PF3D7_0902100,sp|Q9UIK4|DAPK2_HUMAN,25.862,232,521,126,9,8.12E-08,55.5,1151.628407
PF3D7_0902200,tr|H0YD75|H0YD75_HUMAN,32,75,633,46,1,0.00000857,49.7,379.1469194
PF3D7_0902300,sp|Q14680|MELK_HUMAN,25.106,235,608,119,11,0.000000236,55.1,970.3799342
PF3D7_0902500,sp|O75116|ROCK2_HUMAN,29.167,72,591,39,1,0.0000641,47.4,355.3340102
PF3D7_0902600,tr|A0A499FJS1|A0A499FJS1_HUMAN,24.444,270,617,133,12,0.000000557,53.1,1069.672609
PF3D7_0902800,sp|P56202|CATW_HUMAN,25.61,246,932,130,10,6.38E-13,72.4,675.972103
PF3D7_0903100,sp|O15258|RER1_HUMAN,41.304,184,201,93,2,2.16E-47,154,3781.062687
PF3D7_0903200,sp|P51149|RAB7A_HUMAN,67.633,207,206,63,3,4.78E-101,291,6796.131553
PF3D7_0903400,tr|A0A7P0TAZ7|A0A7P0TAZ7_HUMAN,33.333,321,2536,163,10,1.61E-39,163,421.920071
PF3D7_0903600,tr|E9PGC8|E9PGC8_HUMAN,25,272,760,178,8,8.75E-15,80.1,894.7368421
PF3D7_0903700,sp|Q9BQE3|TBA1C_HUMAN,83.778,450,453,71,1,0,797,8322.317881
PF3D7_0903900,tr|D3YTB1|D3YTB1_HUMAN,61.789,123,131,47,0,1.39E-49,155,5801.562595
PF3D7_0904000,sp|Q8IV04|TB10C_HUMAN,25.434,173,426,118,3,4.75E-14,74.7,1032.883099
PF3D7_0904100,sp|Q9UPM8|AP4E1_HUMAN,41.228,456,1388,261,3,3.75E-105,362,1354.464553
PF3D7_0904300,sp|P01266|THYG_HUMAN,44.643,56,2487,28,2,0.000018,51.6,100.5230398
PF3D7_0904400,sp|P61009|SPCS3_HUMAN,26.966,178,185,118,6,2.52E-13,65.9,2594.566486
PF3D7_0904500,sp|Q9NQP4|PFD4_HUMAN,28.814,118,129,81,2,0.000000291,47.4,2635.699225
PF3D7_0904600,sp|Q9H9J4|UBP42_HUMAN,25.895,363,1770,195,20,1.89E-23,110,531.0669492
PF3D7_0904800,sp|P27694|RFA1_HUMAN,23.714,447,484,291,16,1.12E-25,111,2190.115289
PF3D7_0904900,tr|A0A8I5KWA8|A0A8I5KWA8_HUMAN,33.186,226,2568,139,4,3.13E-35,149,292.0574766
PF3D7_0905100,sp|Q7Z5P9|MUC19_HUMAN,27.094,609,2112,365,22,1.97E-19,97.8,781.2616477
PF3D7_0905200,sp|Q9NYZ2|MFRN1_HUMAN,27.027,148,1199,76,4,9.84E-11,65.9,333.6110092
PF3D7_0905300,tr|H0Y7V4|H0Y7V4_HUMAN,47.118,989,6118,492,16,0,873,761.6819549
PF3D7_0905600,sp|Q8TBY9|CF251_HUMAN,17.079,445,1220,309,15,5.70E-10,65.1,622.9635246
PF3D7_0905700,sp|Q9NT62|ATG3_HUMAN,35.962,317,319,177,7,1.29E-53,179,3573.653292
PF3D7_0905900,sp|P35606|COPB2_HUMAN,38.149,886,1010,500,8,0,695,3346.53604
PF3D7_0906000,sp|Q8IYB7|DI3L2_HUMAN,36.943,157,1797,76,3,9.71E-21,100,322.7629939
PF3D7_0906100,tr|A0A6Q8PG85|A0A6Q8PG85_HUMAN,29.167,168,195,119,0,9.10E-25,96.7,2512.849231
PF3D7_0906400,sp|O43237|DC1L2_HUMAN,23.04,421,837,226,18,4.17E-21,98.6,1158.88172
PF3D7_0906500,sp|P78540|ARGI2_HUMAN,31.801,261,411,160,3,1.80E-38,142,2019.479562
PF3D7_0906910,sp|Q99426|TBCB_HUMAN,26.23,244,262,149,7,8.60E-15,72.8,2442.793893
PF3D7_0907200,tr|A0A804HIC4|A0A804HIC4_HUMAN,34.685,222,1133,138,3,4.48E-36,149,679.6178288
PF3D7_0907400,sp|O76031|CLPX_HUMAN,33.898,118,922,72,2,1.79E-09,62.8,433.8355748
PF3D7_0907600,sp|P41214|EIF2D_HUMAN,25.188,266,818,190,7,3.78E-22,102,819.0718826
PF3D7_0907700,sp|P61289|PSME3_HUMAN,35.769,260,279,149,6,2.67E-43,149,3333.311828
PF3D7_0907900,sp|Q9HBH1|DEFM_HUMAN,31.25,176,241,101,5,2.40E-18,82,2282.157676
PF3D7_0908600,sp|Q9UET6|TRM7_HUMAN,32.686,309,507,109,5,2.22E-44,160,1992.105325
PF3D7_0908700,sp|Q9BZE2|PUS3_HUMAN,31.955,266,312,153,7,3.55E-34,130,2724.36859
PF3D7_0908800,sp|Q6NUK1|SCMC1_HUMAN,36.269,193,590,98,3,5.75E-30,124,1186.42661
PF3D7_0909200,sp|Q9Y2G5|OFUT2_HUMAN,24.74,384,469,223,12,1.94E-27,114,2025.620469
PF3D7_0909300,sp|O14737|PDCD5_HUMAN,27.869,122,131,81,3,4.36E-09,52,2595.433588
PF3D7_0909400,sp|Q9H0D6|XRN2_HUMAN,39.121,455,1311,222,10,2.85E-93,323,1357.746377
PF3D7_0909500,tr|A0A804HKW2|A0A804HKW2_HUMAN,26.185,443,489,271,22,7.98E-13,71.2,2372.178937
PF3D7_0909700,sp|Q9H992|MARH7_HUMAN,39.683,63,1036,32,1,2.67E-09,62.4,241.3155405
PF3D7_0909800,sp|P62318|SMD3_HUMAN,46.789,109,116,58,0,5.38E-33,112,4396.552586
PF3D7_0909900,tr|A0A8V8TLR3|A0A8V8TLR3_HUMAN,35.455,770,1373,389,16,5.94E-148,474,1988.372178
PF3D7_0910000,sp|Q9H7B4|SMYD3_HUMAN,33.333,108,1114,66,4,0.00000166,53.1,323.156553
PF3D7_0910100,tr|E7ESC6|E7ESC6_HUMAN,32.48,508,1198,296,9,8.10E-70,256,1377.282137
PF3D7_0910400,tr|Q5T5U6|Q5T5U6_HUMAN,26.471,170,1193,109,4,0.000000197,53.1,377.2062028
PF3D7_0910500,sp|Q9UBZ9|REV1_HUMAN,24.194,124,1697,94,0,8.75E-10,65.1,176.7858574
PF3D7_0910600,sp|O15498|YKT6_HUMAN,27.419,186,199,131,3,4.39E-18,79.3,2562.780905
PF3D7_0910700,sp|P61160|ARP2_HUMAN,25.094,267,543,164,8,1.02E-12,70.9,1233.903867
PF3D7_0910800,sp|P53384|NUBP1_HUMAN,44.373,311,447,150,6,1.09E-84,263,3087.248993
PF3D7_0910900,sp|P49643|PRI2_HUMAN,33.42,383,539,217,10,1.31E-57,201,2374.742115
PF3D7_0911000,sp|Q92535|PIGC_HUMAN,26.829,287,292,187,7,1.71E-22,95.5,2636.959932
PF3D7_0911300,sp|Q9NQ36|SCUB2_HUMAN,27.419,186,3313,112,9,0.00000215,55.1,153.9370359
PF3D7_0911700,sp|Q8N442|GUF1_HUMAN,42.963,270,1085,150,1,1.09E-65,236,1069.125346
PF3D7_0912500,sp|P82979|SARNP_HUMAN,39.048,105,288,38,6,0.0000438,44.7,1423.625
PF3D7_0912800,sp|Q9UJA5|TRM6_HUMAN,31.667,180,616,112,5,3.17E-10,63.9,925.3344156
PF3D7_0912900,sp|P51665|PSMD7_HUMAN,42.763,304,338,166,4,3.82E-67,214,3846.139645
PF3D7_0913150,sp|A0A0B4J2F0|PIOS1_HUMAN,33.333,42,45,28,0,0.00000222,40,3111.08
PF3D7_0913200,sp|P24534|EF1B_HUMAN,25.893,224,276,136,7,3.55E-14,70.9,2101.46087
PF3D7_0913300,sp|Q4G0N4|NAKD2_HUMAN,23.204,181,646,118,5,8.64E-10,62.4,650.1430341
PF3D7_0913900,sp|P54136|SYRC_HUMAN,23.278,421,943,227,15,6.15E-15,80.5,1039.240509
PF3D7_0914000,sp|Q8IZ73|RUSD2_HUMAN,30,150,955,100,3,1.86E-18,91.3,471.2041885
PF3D7_0914200,tr|H3BU68|H3BU68_HUMAN,29.358,109,418,68,2,0.00000235,48.9,765.5555024
PF3D7_0914300,sp|Q32P41|TRM5_HUMAN,37.037,189,781,118,1,3.36E-40,156,896.2859155
PF3D7_0914600,tr|K7EPC8|K7EPC8_HUMAN,43.077,65,111,37,0,1.45E-16,69.7,2522.527027
PF3D7_0915100,sp|P63279|UBC9_HUMAN,62.581,155,159,57,1,3.92E-66,199,6100.663522
PF3D7_0915400,sp|P17858|PFKAL_HUMAN,25.446,224,1418,135,8,0.0000329,49.7,401.967842
PF3D7_0915800,sp|O95397|PKHA9_HUMAN,26.804,97,217,65,2,0.00000385,47.8,1198.151152
PF3D7_0916100,sp|P10599|THIO_HUMAN,25.253,99,180,69,2,0.000000016,51.2,1388.915
PF3D7_0916500,tr|C9IZG3|C9IZG3_HUMAN,32.54,126,296,80,2,6.05E-15,72.8,1385.148649
PF3D7_0916600,sp|Q5JPI9|EFMT2_HUMAN,31.111,225,219,128,7,2.67E-28,107,3196.335616
PF3D7_0916700,tr|A0A7I2V4N0|A0A7I2V4N0_HUMAN,33.571,140,388,84,5,2.14E-17,79.7,1211.324742
PF3D7_0917100,sp|O15527|OGG1_HUMAN,34.884,129,757,70,6,1.89E-17,85.5,594.456539
PF3D7_0917600,sp|O43143|DHX15_HUMAN,58.31,710,820,285,5,0,863,5048.792683
PF3D7_0917700,sp|Q9H9Y4|GPN2_HUMAN,35.938,320,358,141,4,2.68E-69,220,3212.335196
PF3D7_0917900,sp|P11021|BIP_HUMAN,66.667,630,652,202,6,0,839,6441.75
PF3D7_0918000,sp|P13686|PPA5_HUMAN,26.183,317,396,178,13,1.38E-17,84,2095.962374
PF3D7_0918100,tr|A0A0A0MRM6|A0A0A0MRM6_HUMAN,42.667,75,130,43,0,2.48E-18,75.5,2461.557692
PF3D7_0918200,sp|P09001|RM03_HUMAN,44.715,123,317,63,3,2.83E-23,99,1734.998423
PF3D7_0918300,sp|O00303|EIF3F_HUMAN,29.181,281,320,178,8,7.16E-31,120,2562.456563
PF3D7_0918600,tr|H0YNU5|H0YNU5_HUMAN,36.943,471,728,236,11,8.07E-76,267,2390.130907
PF3D7_0918800,tr|A0A669KAY5|A0A669KAY5_HUMAN,25.592,211,577,137,7,6.22E-11,66.2,935.8599653
PF3D7_0918900,tr|A0A2R8Y648|A0A2R8Y648_HUMAN,36.078,255,1063,129,6,7.58E-39,149,865.4647225
PF3D7_0919000,sp|Q9H2G4|TSYL2_HUMAN,29.353,201,269,133,4,2.93E-28,114,2193.291078
PF3D7_0919100,sp|Q96EY1|DNJA3_HUMAN,40.217,92,370,52,2,2.39E-13,72,999.9902703
PF3D7_0919200,sp|Q9BSY9|DESI2_HUMAN,33.945,109,250,60,4,6.95E-09,55.1,1480.002
PF3D7_0919300,tr|I3L4V6|I3L4V6_HUMAN,39.394,66,207,38,1,0.000000275,50.4,1256.04058
PF3D7_0919400,tr|A0A7P0TB26|A0A7P0TB26_HUMAN,19.908,437,515,308,14,1.80E-13,73.9,1689.280777
PF3D7_0919500,sp|P11168|GTR2_HUMAN,24.13,431,476,277,17,1.03E-08,58.5,2184.880252
PF3D7_0919600,sp|P39656|OST48_HUMAN,23.474,426,477,281,12,4.63E-26,111,2096.420126
PF3D7_0919700,sp|O94903|PLPHP_HUMAN,31.667,240,242,141,8,4.46E-24,98.2,3140.528926
PF3D7_0919800,sp|A0PJX2|TLDC2_HUMAN,33.333,90,1078,58,2,6.51E-11,64.3,278.2903525
PF3D7_0919900,sp|O95714|HERC2_HUMAN,24.113,282,3381,165,13,4.64E-08,60.8,201.1199645
PF3D7_0920000,sp|Q9H5J4|ELOV6_HUMAN,32.035,231,642,148,3,2.19E-28,115,1152.661215
PF3D7_0920100,sp|Q8IWL3|HSC20_HUMAN,26.289,194,249,132,5,2.07E-15,73.9,2048.219277
PF3D7_0920500,sp|Q9Y689|ARL5A_HUMAN,29.24,171,191,117,3,2.28E-17,76.6,2617.82199
PF3D7_0920800,sp|P20839|IMDH1_HUMAN,49.197,498,510,238,4,2.37E-168,486,4803.942353
PF3D7_0920900,sp|Q86U06|RBM23_HUMAN,27.326,172,480,102,7,0.000000301,53.9,979.1816667
PF3D7_0921000,sp|P62253|UB2G1_HUMAN,47.097,155,148,65,3,2.01E-43,141,4932.456081
PF3D7_0921800,sp|Q9H9Y2|RPF1_HUMAN,33.725,255,328,161,6,5.91E-45,157,2621.91311
PF3D7_0922000,tr|A0A087WWV9|A0A087WWV9_HUMAN,31.043,422,820,257,13,3.66E-50,189,1597.57878
PF3D7_0922100,tr|A0A7I2V508|A0A7I2V508_HUMAN,27.778,108,1542,74,2,4.39E-08,59.3,194.5540856
PF3D7_0922200,sp|P31153|METK2_HUMAN,58.205,390,402,156,3,1.26E-156,447,5646.753731
PF3D7_0922500,sp|P00558|PGK1_HUMAN,60.964,415,416,160,2,6.53E-179,506,6081.745192
PF3D7_0922600,sp|Q5TDP6|LGSN_HUMAN,25.871,201,543,136,6,0.00000222,51.2,957.6558011
PF3D7_0922700,sp|Q99633|PRP18_HUMAN,38.182,275,343,144,6,1.69E-50,172,3061.239067
PF3D7_0922900,sp|Q92506|DHB8_HUMAN,37.349,249,301,147,3,6.66E-52,172,3089.668106
PF3D7_0923000,sp|P19387|RPB3_HUMAN,36.318,201,335,114,4,1.30E-39,141,2179.08
PF3D7_0923100,sp|Q5T2D3|OTUD3_HUMAN,28.986,138,222,83,5,1.17E-13,70.1,1801.832432
PF3D7_0923200,tr|E7EMD0|E7EMD0_HUMAN,27.35,351,780,209,10,5.03E-35,139,1230.75
PF3D7_0923700,sp|P57076|CF298_HUMAN,33.106,293,280,179,7,1.76E-46,158,3464.306429
PF3D7_0923800,tr|A0A182DWF2|A0A182DWF2_HUMAN,45.328,503,541,251,6,1.08E-147,434,4214.414787
PF3D7_0923900,tr|G3V4T2|G3V4T2_HUMAN,52.679,112,202,47,1,1.96E-31,113,2920.815842
PF3D7_0924300,sp|Q9H3S4|TPK1_HUMAN,35.556,180,400,109,4,2.55E-31,120,1600.02
PF3D7_0924700,sp|Q12874|SF3A3_HUMAN,63.71,124,589,45,0,9.64E-51,183,1341.263158
PF3D7_0924900,sp|Q5SQI0|ATAT_HUMAN,34.028,144,184,87,2,1.55E-21,91.3,2663.06087
PF3D7_0925200,sp|O43159|RRP8_HUMAN,32.877,219,413,138,4,1.97E-38,144,1743.356659
PF3D7_0925300,sp|Q7L3T8|SYPM_HUMAN,24.556,338,579,198,6,5.40E-28,118,1433.49361
PF3D7_0925400,sp|P62714|PP2AB_HUMAN,53.922,306,466,135,2,4.86E-125,367,3540.800858
PF3D7_0925500,sp|P10599|THIO_HUMAN,34.177,79,128,52,0,3.72E-13,62,2109.361719
PF3D7_0925600,sp|O60688|YPEL1_HUMAN,48.544,103,128,51,1,1.51E-30,106,3906.275
PF3D7_0925700,sp|Q13547|HDAC1_HUMAN,61.299,385,449,145,2,0,530,5256.150334
PF3D7_0925800,sp|Q9HAU5|RENT2_HUMAN,24.021,383,1754,224,10,3.87E-21,102,524.5178449
PF3D7_0926000,sp|Q6PF18|MORN3_HUMAN,34.118,85,1277,54,2,3.45E-09,60.1,227.0971026
PF3D7_0926100,sp|O94804|STK10_HUMAN,29.123,285,3178,162,11,1.13E-17,92,261.1722782
PF3D7_0926300,sp|Q96NX5|KCC1G_HUMAN,31.004,229,1179,113,11,2.60E-14,78.2,602.198134
PF3D7_0926700,sp|Q6IA69|NADE_HUMAN,30.028,353,839,225,6,1.89E-45,175,1263.394994
PF3D7_0926900,tr|A2A2L5|A2A2L5_HUMAN,29.362,235,225,120,9,1.40E-15,74.7,3066.697778
PF3D7_0927000,sp|Q8WVJ2|NUDC2_HUMAN,26.897,145,156,101,4,2.84E-16,72.4,2500.041667
PF3D7_0927200,sp|P18583|SON_HUMAN,21.469,177,1627,128,2,6.56E-15,82,233.559496
PF3D7_0927500,sp|P63172|DYLT1_HUMAN,36.893,103,112,65,0,7.19E-25,91.3,3392.838393
PF3D7_0927700,sp|P60510|PP4C_HUMAN,62.057,282,312,107,0,1.65E-144,410,5608.998077
PF3D7_0927900,sp|Q9UG56|PISD_HUMAN,33.887,301,353,173,5,2.80E-53,181,2889.514731
PF3D7_0928800,tr|A0A2R8YEK3|A0A2R8YEK3_HUMAN,24.631,203,820,118,6,2.03E-10,65.9,609.767439
PF3D7_0928900,sp|Q16774|KGUA_HUMAN,37.968,187,199,113,3,3.25E-43,144,3567.847236
PF3D7_0929200,tr|F8W8I6|F8W8I6_HUMAN,24.638,138,289,92,2,0.0000188,46.6,1176.485813
PF3D7_0929500,sp|Q9Y4P9|SPEF1_HUMAN,28.755,233,209,129,2,3.87E-28,107,3205.700957
PF3D7_0930000,tr|A0A994J3M7|A0A994J3M7_HUMAN,25.871,201,558,105,6,9.07E-08,54.7,931.9123656
PF3D7_0930200,sp|Q9H069|DRC3_HUMAN,39.437,142,639,86,0,1.28E-16,84.3,876.3777778
PF3D7_0930400,sp|Q99543|DNJC2_HUMAN,48.889,45,915,21,1,0.00000424,51.6,240.4377049
PF3D7_0930500,sp|Q9Y6T7|DGKB_HUMAN,33.136,169,1360,106,4,1.54E-19,96.3,411.7635294
PF3D7_0930600,sp|Q13356|PPIL2_HUMAN,24.799,621,609,354,20,2.44E-35,140,2528.765025
PF3D7_0930900,sp|Q9UMS0|NFU1_HUMAN,35.052,97,192,59,2,3.73E-15,72.4,1770.85625
PF3D7_0931000,tr|J3QT46|J3QT46_HUMAN,20.877,479,911,240,15,3.99E-16,84,1097.703952
PF3D7_0931100,sp|Q14684|RRP1B_HUMAN,24.434,221,825,140,5,2.84E-12,71.6,654.5350303
PF3D7_0931600,sp|Q6V702|CF299_HUMAN,29.834,181,251,114,5,4.11E-18,81.3,2151.376096
PF3D7_0931700,sp|Q9NVR5|KTU_HUMAN,23.669,169,715,110,6,0.000000167,55.8,559.4490909
PF3D7_0931800,sp|P28072|PSB6_HUMAN,28.458,253,282,127,3,4.70E-36,129,2553.146809
PF3D7_0932100,sp|Q9H8M5|CNNM2_HUMAN,33.721,258,1274,157,7,5.89E-36,149,682.8899529
PF3D7_0932300,tr|E7EMB6|E7EMB6_HUMAN,33.636,330,570,170,8,3.23E-47,171,1947.347368
PF3D7_0932400,sp|Q9UGC7|RF1ML_HUMAN,34.228,298,404,175,7,4.31E-45,160,2524.738614
PF3D7_0932500,sp|Q9Y397|ZDHC9_HUMAN,35.519,183,553,97,10,6.18E-18,86.7,1175.402712
PF3D7_0932800,sp|P55060|XPO2_HUMAN,25.143,350,1342,246,8,9.10E-26,116,655.7414307
PF3D7_0933000,sp|P33240|CSTF2_HUMAN,45.205,73,761,40,0,2.23E-15,80.9,433.6353482
PF3D7_0933200,sp|Q9Y2Z0|SGT1_HUMAN,30.811,185,200,113,4,7.50E-16,75.5,2850.0175
PF3D7_0933500,sp|Q96CW5|GCP3_HUMAN,27.232,224,1512,148,2,5.98E-24,110,403.437037
PF3D7_0933600,sp|O75439|MPPB_HUMAN,42.038,471,484,248,5,2.72E-125,374,4090.888017
PF3D7_0933800,sp|Q9UJT1|TBD_HUMAN,34.061,229,735,144,2,1.73E-35,141,1061.220272
PF3D7_0934100,tr|A8MX75|A8MX75_HUMAN,45.125,441,1056,236,3,1.15E-147,458,1884.481534
PF3D7_0934500,sp|P36543|VATE1_HUMAN,36.638,232,235,131,3,2.41E-41,141,3617.028085
PF3D7_0934700,sp|Q9UNN5|FAF1_HUMAN,23.239,284,531,168,9,1.81E-11,67.8,1242.914501
PF3D7_0934800,sp|P22612|KAPCG_HUMAN,49.843,319,342,152,3,2.12E-115,339,4649.098538
PF3D7_0935000,sp|P08579|RU2B_HUMAN,38.739,222,193,102,3,2.19E-44,147,4455.988601
PF3D7_0935100,sp|Q8TBQ9|KISHA_HUMAN,47.222,72,72,38,0,2.41E-18,72,4722.2
PF3D7_0935200,tr|A0AAQ5BHD7|A0AAQ5BHD7_HUMAN,26.464,427,1147,247,9,2.89E-38,152,985.1898867
PF3D7_0935300,sp|P57054|PIGP_HUMAN,28.182,110,121,76,2,3.13E-09,52.8,2562
PF3D7_1001100,tr|Q5T8E0|Q5T8E0_HUMAN,37.333,75,313,45,1,1.64E-10,61.2,894.5607029
PF3D7_1001200,tr|A0A2R8Y544|A0A2R8Y544_HUMAN,36.047,86,90,53,1,8.61E-13,62.4,3444.491111
PF3D7_1002400,sp|P62995|TRA2B_HUMAN,42.149,121,246,70,0,8.13E-23,95.1,2073.18252
