LD4,LD5,LD6,YR,ET,MT,LT,ES,S,LS,M,GD4,GD6,GD10F,GD10M,MIS,MFS,Haplo,HomologyScore,N_Pockets,BestPocket_Score,BestPocket_Probability,TargetID,Gene,UniProtID
8.636,19.08,36.268,22.191,74.424,179.45,222.263,196.953,129.31,130.781,92.29425,281.413,300.913,549.611,205.1156,0.126,-2.841,89,1317.211828,4,9.63,0.518,tr|X6RKB4|X6RKB4_HUMAN,PF3D7_0704900,Q8IC21
164.419,211.841,257.123,323.702,208.312,176.342,246.665,306.89,341.867,183.282,171.15915,65.187,38.035,37.338,80.1083,0.126,-2.834,372,436.9348722,9,23.75,0.892,sp|O43148|MCES_HUMAN,PF3D7_0705000,Q8IC20
19.389,14.899,54.451,8.285,4.835,3.3,31.027,80.64,112.806,75.595,50.12665,101.38,82.638,96.075,46.304,1,0.235,727,0,8,12.98,0.67,,PF3D7_0705100,Q8IC19
4.055,12.046,10.879,0.558,4.772,17.595,13.078,12.414,8.509,6.991,5.20805,5.393,7.995,7.27,62.315,0.153,-2.901,1458,0,34,32.32,0.942,,PF3D7_0705200,Q8IC18
61.551,89.317,132.775,10.123,12.891,92.712,204.581,321.526,325.577,171.047,117.14515,116.689,82.47,50.933,210.2674,0.127,-2.838,243,1018.190303,4,9.9,0.532,sp|Q13416|ORC2_HUMAN,PF3D7_0705300,Q8IC17
279.225,330.848,235.157,37.695,34.415,358.366,988.3,1074.269,947.62,658.814,453.27805,371.628,305.675,189.085,741.3028,0.222,-2.769,69,3288.651035,9,20.49,0.856,tr|C9J8M6|C9J8M6_HUMAN,PF3D7_0705400,Q8IC16
87.086,36.992,58.953,373.643,200.368,63.536,203.12,321.961,353.617,374.389,451.56145,151.718,118.597,63.311,200.7999,0.137,-2.894,1612,351.8084577,,,,tr|J3KQV8|J3KQV8_HUMAN,PF3D7_0705500,
13.709,48.26,32.116,12.644,16.967,42.472,43.408,25.869,16.604,10.687,10.55775,27.91,13.114,11.706,0.8851,0.181,-2.822,602,335.6890459,8,11.74,0.623,sp|O15523|DDX3Y_HUMAN,PF3D7_0705600,C0H4K7
562.642,638.927,833.526,1636.304,2015.711,1423.176,903.361,611.742,369.063,358.54,356.17015,43.009,97.26,40.014,117.5393,0.178,-3.462,3,5740.75,0,0,0,sp|P62273|RS29_HUMAN,PF3D7_0705700,C0H4K8
418.888,385.581,643.043,4.405,4.741,25.519,26.689,27.783,15.722,18.276,15.02855,327.674,281.318,474.611,101.2532,0.183,-2.508,63,1502.575648,1,1.69,0.029,tr|I3L0A1|I3L0A1_HUMAN,PF3D7_0705800,A0A143ZVI9
259.97,441.785,575.283,46.859,56.751,199.3,378.331,312.533,166.763,179.036,106.6555,241.685,295.665,280.395,55.9092,0.135,-3.391,36,1445.768675,0,0,0,sp|P05496|AT5G1_HUMAN,PF3D7_0705900,C0H4L0
186.873,170.664,198.242,374.966,262.399,228.74,248.062,251.761,236.563,194.23,217.91255,204.023,149.093,79.029,245.7251,0.128,-3.11,128,1106.61074,16,16.28,0.775,sp|O95373|IPO7_HUMAN,PF3D7_0706000,C0H4L1
9.183,29.349,43.832,5.628,7.893,24.698,50.768,55.175,44.521,51.906,35.5575,17.212,16.368,20.531,11.6827,0.458,-3.262,556,0,25,11.93,0.632,,PF3D7_0706100,A0A143ZXJ2
198.933,239.223,319.141,2.133,8.046,46.077,50.455,21.234,11.341,12.07,8.3359,9.755,2.193,9.409,2.9906,0.28,-2.66,43,0,0,0,0,,PF3D7_0706200,A0A143ZVJ1
0,3.238,7.141,80.413,56.062,34.53,22.096,69.013,110.67,280.97,272.83365,55.347,67.533,25.728,89.0313,1,0,65,0,0,0,0,,PF3D7_0706300,C0H4L4
341.258,310.93,329.59,688.121,986.85,816.004,533.125,213.897,165.908,126.452,149.74115,67.867,77.405,47.205,149.7859,0.125,-2.837,9,5869.593478,0,0,0,sp|P61927|RL37_HUMAN,PF3D7_0706400,C0H4L5
91.565,120.091,105.744,559.515,452.062,325.998,256.002,256.58,336.906,233.597,470.3142,401.469,310.334,195.111,127.2032,1,-1.314,1070,0,5,7.4,0.387,,PF3D7_0706500,C0H4L6
72.867,169.79,71.125,1.283,9.938,29.448,8.597,4.889,3.532,5.139,4.1619,27.224,37.071,13.883,22.5447,0.154,-2.768,490,0,15,17.81,0.809,,PF3D7_0706600,C0H4L7
2.302,2.683,5.463,38.16,14.893,21.386,23.82,97.172,38.278,62.288,47.1469,98.432,111.572,91.461,739.3162,1,-2.444,299,3012.583734,13,8.42,0.449,tr|A0A2R8Y713|A0A2R8Y713_HUMAN,PF3D7_0706700,C0H4L8
,,,,,,,,,,,,,,,,,1,0,,,,,PF3D7_0706900,
7.083,17.469,26.275,3.517,4.271,21.907,54.615,75.821,72.991,51.923,28.2517,46.137,55.044,45.057,200.0589,0.141,-2.883,1202,0,45,30.34,0.934,,PF3D7_0707200,C0H4L9
2.094,2.518,2.305,156.528,25.209,6.986,571.144,1946.153,3409.497,3197.28,1733.2707,6.197,12.128,9.887,0.7159,1,-1.474,642,0,0,0,0,,PF3D7_0707300,C0H4M0
41.173,93.224,101.126,81.794,271.343,312.522,187.739,131.935,104.844,90.33,84.16275,46.81,49.776,78.225,67.8938,0.13,-3.204,108,2549.005128,3,4.49,0.191,sp|Q5T9A4|ATD3B_HUMAN,PF3D7_0707400,C0H4M1
17.391,25.611,62.119,,,,,,,,,,,,,,,1,0,,,,,PF3D7_0707420,
2.227,3.54,4.895,74.165,20.104,17.74,12.414,13.496,21.603,93.998,153.23785,4.119,3.129,4.131,13.7851,0.143,-3.22,1196,0,30,44.76,0.972,,PF3D7_0707500,Q8IC14
9.893,43.577,48.053,147.061,104.685,60.621,88.362,98.53,76.869,110.15,198.3228,53.954,71.669,51.038,49.2293,0.876,-2.852,73,0,0,0,0,,PF3D7_0707600,Q8IC13
52.716,102.167,133.427,202.768,228.46,210.297,208.266,215.391,282.243,313,268.4853,358.392,302.013,167.377,291.3335,0.998,-2.479,241,967.7322581,4,3.36,0.119,sp|Q9UNE7|CHIP_HUMAN,PF3D7_0707700,Q8IC12
21.765,35.096,41.652,8.839,18.028,61.062,131.652,164.183,97.203,64.099,40.0207,37.893,27.585,22.891,30.3028,0.128,-2.912,426,0,20,23.67,0.891,,PF3D7_0707800,Q8IC11
156.978,309.599,283.402,416.535,386.088,338.186,273.296,210.033,213.973,158.153,196.1401,76.397,97.887,111.993,134.577,0.123,-3.278,51,6216.208494,0,0,0,sp|O95478|NSA2_HUMAN,PF3D7_0707900,Q8IC10
154.669,107.207,84.928,13.963,48.203,104.377,101.664,105.207,69.379,50.751,36.61555,491.289,456.362,324.175,464.3208,0.132,-2.842,252,852.5264977,11,3.24,0.112,sp|Q5QJ74|TBCEL_HUMAN,PF3D7_0708000,C0H4M2
111.701,137.635,169.901,194.671,227.159,207.448,165.323,144.779,104.404,97.721,82.61175,344.432,394.244,321.879,168.9276,0.126,0,6,5362.330435,0,0,0,sp|P62875|RPAB5_HUMAN,PF3D7_0708100,Q8IC08
0,4.7,5.302,4.87,4.135,5.698,7.204,43.871,37.003,29.983,23.84075,25.609,19.582,5.105,65.5198,1,-0.954,623,0,7,28.13,0.923,,PF3D7_0708200,Q8IC07
91.837,72.477,48.125,144.128,130.179,101.174,81.403,112.346,82.693,83.052,61.4046,68.038,20.191,22.892,414.6313,0.91,-3.11,68,3406.079476,1,6.59,0.334,sp|Q96S44|PRPK_HUMAN,PF3D7_0708300,Q8IC06
3010.11,5591.738,3298.727,3756.904,6293.443,9345.115,5563.736,4752.837,4578.827,3097.99,4896.54935,1868.899,1170.46,514.518,1700.6607,0.236,-2.653,98,4080.54,6,19.02,0.833,sp|P07900|HS90A_HUMAN,PF3D7_0708400,Q8IC05
80.438,63.909,73.246,154.525,190.288,160.374,189.626,299.415,385.226,130.928,155.0331,33.516,62.434,58.135,241.9119,0.986,-2.169,466,734.6546053,1,1.46,0.02,sp|Q5M9Q1|NKAPL_HUMAN,PF3D7_0708500,Q8IC04
0,1.749,7.355,10.909,7.569,12.747,30.307,29.556,29.425,16.162,17.9609,277.013,387.116,560.367,8.5695,0.508,-1.222,68,0,0,0,0,,PF3D7_0708600,Q8IC03
2759.264,2968.868,3589.897,51.527,34.577,101.188,291.122,397.557,335.597,253.517,169.0833,296.466,309.696,225.138,21.6934,0.994,-2.415,52,0,1,2.56,0.073,,PF3D7_0708700,Q8IC02
428.356,803.51,532.401,1271.762,1256.365,1564.821,1053.291,704.46,687.954,380.439,441.3004,115.416,104.86,78.581,12.6222,0.14,-2.848,106,2726.190493,9,14.73,0.733,sp|P34932|HSP74_HUMAN,PF3D7_0708800,Q8IC01
181.293,132.041,174.157,123.03,38.235,38.238,73.196,88.105,60.253,54.336,52.0928,35.619,76.335,51.555,315.329,0.134,-2.979,109,2902.182965,1,0.68,0.001,sp|O75880|SCO1_HUMAN,PF3D7_0708900,Q8IC00
0,7.071,6.826,527.047,379.6,318.959,177.633,133.561,99.595,127.856,281.40025,114.689,111.538,92.553,215.4457,0.127,-3.025,128,0,9,36.65,0.956,,PF3D7_0709000,Q8IBZ9
148.485,241.767,526.902,,,,,,,,,,,,,,,,0,,,,,PF3D7_0709050,
213.062,188.338,194.635,17.166,19.136,135.391,359.899,373.01,284.086,182.073,112.3641,111.03,164.791,180.723,187.8405,1,-1.804,860,360.5759615,17,30.15,0.934,tr|A0A0G2JRT1|A0A0G2JRT1_HUMAN,PF3D7_0709100,Q8IBZ8
128.919,57.194,75.869,28.887,39.656,55.457,117.904,123.857,79.029,60.424,42.5967,70.636,63.726,112.589,3.5753,0.973,-2.836,105,1397.0625,3,3.14,0.106,sp|Q86SX6|GLRX5_HUMAN,PF3D7_0709200,Q8IBZ7
29.553,58.253,73.712,45.682,47.467,38.559,41.112,27.479,21.145,16.185,9.54645,58.145,47.59,31.334,94.0857,0.141,-2.91,613,0,,,,,PF3D7_0709300,
502.16,802.163,719.412,2.907,6.938,47.304,102.277,108.714,83.897,49.639,25.00535,35.549,31.486,27.494,51.8841,0.741,-3.019,686,0,10,35.33,0.953,,PF3D7_0709400,Q8IBZ5
218.367,216.548,269.255,5.079,16.102,69.294,93.819,90.559,58.446,40.945,22.15325,58.997,34.436,24.899,8.5887,0.126,-2.926,29,0,0,0,0,,PF3D7_0709500,Q8IBZ4
22.102,33.082,42.687,157.721,124.717,109.266,81.228,73.394,64.803,40.566,41.91695,18.467,14.621,4.255,5.1417,0.123,-3.036,1014,501.7331315,19,4.78,0.212,sp|Q99575|POP1_HUMAN,PF3D7_0709600,C0H4M3
53.011,78.605,115.953,121.634,68.177,76.509,262.207,310.16,238.483,224.234,116.23005,705.549,1244.078,1456.03,224.5688,0.913,-2.961,66,0,6,14.69,0.731,,PF3D7_0709700,Q8IBZ2
4.835,28.658,31.626,31.931,17.072,24.196,58.356,86.834,56.876,72.215,51.17015,58.222,61.688,82.536,19.9062,0.331,-2.348,13,0,0,0,0,,PF3D7_0709800,C0H4M4
63.589,59.593,62.7,3.234,1.334,4.528,34.196,107.614,101.499,68.557,53.6509,53.315,85.378,116.806,103.8902,1,-1.214,1104,0,24,11.06,0.593,,PF3D7_0709900,Q8IBZ1
34.13,6.895,17.932,6.743,6.372,10.99,38.295,45.134,36.892,23.914,12.8175,50.916,49.147,25.101,249.787,0.119,-3.068,3619,0,,,,,PF3D7_0710000,
34.569,56.835,88.855,179.61,90.74,98.94,105.345,98.285,77.74,68.225,46.8355,26.02,16.916,20.502,94.2454,0.12,-3.097,241,0,1,2.28,0.057,,PF3D7_0710100,Q8IBY9
157.312,146.84,199.67,15.564,31.73,110.209,240.459,396.128,434.185,157.997,119.7689,15.743,13.571,20.841,37.615,0.153,-2.841,57,175.2601031,,,,tr|F8WB16|F8WB16_HUMAN,PF3D7_0710200,
67.773,357.316,441.916,38.326,139.899,177.876,137.474,84.327,50.422,43.814,29.16795,33.45,19.723,24.625,226.5444,0.146,-3.538,38,0,3,27.57,0.921,,PF3D7_0710300,C0H4M5
48.555,115.141,158.057,43.96,97.601,83.126,65.906,111.705,60.748,53.384,29.30025,65.947,68.633,44.884,2.3622,0.155,-2.88,274,0,2,1.58,0.024,,PF3D7_0710400,A0A143ZWE7
233.949,80.304,100.735,12.225,30.355,151.747,124.865,102.1,56.264,55.564,40.23115,55.843,67.967,96.811,6.3842,0.125,-3.156,69,0,1,1.47,0.02,,PF3D7_0710500,Q8IBY5
667.37,860.986,854.991,1486.003,2114.441,1580.965,1017.473,545.456,349.132,266.018,298.974,81.845,83.206,64.859,107.4934,0.142,-2.729,31,3800.005333,0,0,0,sp|P49207|RL34_HUMAN,PF3D7_0710600,Q8IBY4
40.743,119.329,74.488,456.073,385.101,252.966,161.028,144.577,148.652,86.976,128.2682,8.883,13.521,17.078,1.1674,0.121,-2.861,136,0,0,0,0,,PF3D7_0710700,Q8IBY3
33.857,323.147,526.587,112.503,100.598,107.546,154.786,209.869,140.362,104.833,57.94545,20.82,39.434,28.97,0,0.986,-2.716,179,0,0,0,0,,PF3D7_0710800,Q8IBY2
46.106,336.241,389.845,136.371,120.457,150.907,189.172,158.231,126.549,78.259,52.26795,45.77,73.763,93.647,7.3926,0.175,-3.233,190,0,3,9.7,0.522,,PF3D7_0710900,Q8IBY1
203.766,189.003,217.395,12.493,40.626,117.8,127.222,113.395,92.925,46.91,37.73555,59.448,73.344,44.814,98.0747,0.125,-2.992,345,1562.252075,8,6.87,0.353,tr|A0A7I2V2Y2|A0A7I2V2Y2_HUMAN,PF3D7_0711000,P46468
8.732,23.599,25.508,89.898,53.658,20.254,25.172,26.033,20.731,43.374,49.1614,1.349,3.508,7.248,0.7681,1,-1.18,68,0,1,20.16,0.851,,PF3D7_0711100,Q8IBX9
14.486,37.285,28.92,13.903,6.159,6.563,15.111,22.026,12.362,14.976,13.13825,14.981,14.384,29.496,46.0985,0.146,-3.255,1190,0,14,3.58,0.133,,PF3D7_0711200,Q8IBX8
105.241,87.48,91.022,81.445,150.169,153.161,122.401,82.227,74.748,57.658,51.30505,108.389,66.983,136.727,27.5459,0.13,-2.592,42,0,0,0,0,,PF3D7_0711300,Q8IBX7
55.801,94.346,118.292,17.952,82.032,159.584,194.031,240.209,245.953,112.326,86.8989,88.752,36.394,38.511,97.4704,1,-1.478,508,576.9230769,2,1.31,0.014,sp|O00422|SAP18_HUMAN,PF3D7_0711400,Q8IBX6
99.85,343.232,311.67,236.117,473.104,535.734,447.801,286.422,217.386,150.465,121.3632,192.044,160.299,91.318,68.9889,0.42,-2.602,273,1395.348837,8,9.74,0.523,sp|P18754|RCC1_HUMAN,PF3D7_0711500,C0H4M6
0,0,0.924,205.626,141.919,25.245,7.171,12.146,14.713,12.899,27.5308,4.263,3.704,1.395,0.5113,1,-2.042,,0,32,13.95,0.705,,PF3D7_0711700,Q8IBX3
0,0,0,,,,,,,,,,,,,0.997,-2.185,,0,,,,,PF3D7_0711900,
0,6.691,3.806,6.316,6.285,3.16,4.34,6.715,6.164,7.205,11.35585,4.363,4.676,3.4,5.3948,1,0.169,,0,33,21.94,0.875,,PF3D7_0712000,Q8IBX2
,,,,,,,,,,,,,,,0.153,-2.916,,0,,,,,PF3D7_0712200,
0,0.482,0.348,3.13,1.423,0.297,0.354,0.688,1.315,1.527,2.74915,0.63,0.704,0.886,0.502,1,-2.06,,0,35,23.67,0.891,,PF3D7_0712300,Q8IBX1
0,0.891,0.348,1.294,0.508,0.045,0.131,0.158,0.429,0.288,0.64645,0.329,0.396,1.654,0.5523,0.998,-2.015,,0,27,13.8,0.7,,PF3D7_0712400,Q8IBX0
,,,,,,,,,,,,,,,0.794,-2.346,,0,,,,,PF3D7_0712500,
0,0,0.001,819.531,550.254,79.833,14.82,22.661,30.864,28.995,68.3084,24.802,14.439,4.839,1.7643,0.913,-2.227,,0,21,15.46,0.754,,PF3D7_0712600,Q8IBW9
0,0,0,3.362,1.918,0.219,0.264,0.37,1.108,1.304,2.2362,0.382,1.651,2.208,14.4523,1,-0.884,,0,28,19.86,0.846,,PF3D7_0712800,Q8IBW8
0,0,0,5.292,2.058,0.18,0.119,0.543,1.521,1.37,2.68565,0.881,0.971,1.397,0.774,1,0.875,,0,31,12.15,0.64,,PF3D7_0712900,Q8IBW7
,,,0.14,0.381,0.319,0.071,0.644,0.818,0.909,2.59235,0,2.174,2.108,0,0.138,-2.76,,0,0,0,0,,PF3D7_0713000,Q8IBW6
0,0,0,10.419,128.788,152.522,11.689,30.244,21.837,24.316,13.75145,0.764,0.579,1.853,1.3544,0.802,0.52,235,0,3,3.81,0.148,,PF3D7_0713100,Q8IBW5
,,,41.064,14.826,0.487,0.17,0.156,0.384,1.356,2.0705,0,0,0,0.9254,0.581,-2.385,186,0,4,23.87,0.893,,PF3D7_0713200,A0A143ZWP5
,,,,,,,,,,,,,,,1,-2.335,,0,,,,,PF3D7_0713300,
18.791,31.982,52.186,176.81,213.109,106.614,159.731,226.428,159.533,180.221,128.7083,98.392,104.999,36.788,521.6762,0.119,-3.149,33,0,9,16.69,0.785,,PF3D7_0713400,Q8IBW3
5.151,8.715,8.531,58.667,35.064,17.179,32.415,31.47,26.616,27.95,30.5935,1.879,6.693,3.039,126.6639,1,-2.544,984,0,22,31.99,0.941,,PF3D7_0713500,Q8IBW2
50.19,69.182,49.202,17.41,14.07,46.889,74.473,70.506,56.224,46.493,35.1867,43.904,52.614,26.565,113.2574,0.127,-2.964,784,425.2976009,6,10.19,0.548,tr|A0A8Q3SIP9|A0A8Q3SIP9_HUMAN,PF3D7_0713600,A0A146M1R1
36.196,62.414,107.998,57.996,97.611,109.837,150.257,164.634,134.157,98.337,75.2217,142.869,165.571,142.137,50.1936,0.153,-3.211,41,0,2,4.82,0.215,,PF3D7_0713700,C0H4M7
4.994,20.505,22.704,36.886,14.047,26.659,88.987,325.887,395.799,556.392,489.6011,12.087,12.598,5.559,2.1778,0.135,-3.214,40,0,1,2.71,0.081,,PF3D7_0713800,Q8IBV9
105.267,58.909,82.043,129.058,134.939,78.467,56.785,34.099,39.999,27.288,19.2074,14.161,15.106,6.129,27.0442,1,-0.479,2428,0,,,,,PF3D7_0713900,
864.778,819.356,1387.522,1118.573,813.049,850.268,3138.796,3936.245,3967.402,4646.269,2511.4133,48.761,25.999,45.431,32.9665,0.769,-2.375,2,6178.829268,0,0,0,sp|Q99880|H2B1L_HUMAN,PF3D7_0714000,Q8IBV7
,,,1.409,0.501,0.399,1.549,6.68,6.667,5.94,5.11565,2.12,4.94,2.996,83.9792,1,-1.688,207,2038.124927,0,0,0,sp|Q7Z4T9|CFA91_HUMAN,PF3D7_0714100,Q8IBV6
57.219,75.975,103.948,110.83,93.226,74.386,124.021,154.76,208.146,185.611,152.697,121.723,121.474,108.728,176.1416,1,-2.143,663,0,0,0,0,,PF3D7_0714200,Q8IBV5
26.563,33.948,49.777,69.278,61.664,56.569,71.216,77.312,72.016,44.669,35.82615,45.43,68.154,85.453,47.4482,1,-2.299,507,810.0003028,7,21.44,0.87,sp|Q8IZN3|ZDH14_HUMAN,PF3D7_0714300,Q8IBV4
0,109.879,68.799,18.166,26.566,75.88,71.249,41.343,26.614,21.929,17.4779,7.898,21.473,2.779,100.4788,0.826,-2.665,62,742.1875,1,7.53,0.396,tr|G3V361|G3V361_HUMAN,PF3D7_0714400,Q8IBV3
16.107,54.206,62.687,74.576,84.539,110.122,113.795,89.402,55.859,45.953,34.85895,38.575,75.138,34.223,150.6494,0.168,-2.857,123,1290.323573,3,1.48,0.021,sp|O75764|TCEA3_HUMAN,PF3D7_0714500,Q8IBV2
32.001,79.131,100.232,236.724,178.759,154.277,171.01,223.254,248.101,149.785,179.0103,19.604,17.618,11.868,0,0.31,-2.587,283,0,2,3.92,0.154,,PF3D7_0714600,Q8IBV1
,,,,,,,,,,,,,,,,,1,0,,,,,PF3D7_0714700,
25.91,115.269,140.684,294.195,369.461,350.002,257.327,181.436,79.058,86.878,79.2998,104.932,170.74,69.444,363.8084,0.913,-2.49,89,2577.630745,3,7.35,0.384,sp|Q96GD0|PLPP_HUMAN,PF3D7_0715000,Q8IBV0
0,2.806,9.538,7.883,5.395,3.221,15.676,68.722,55.756,88.58,72.11505,27.723,139.652,30.387,56.3564,0.141,-3.055,40,2129.62963,0,0,0,sp|Q99417|MYCBP_HUMAN,PF3D7_0715100,Q8IBU9
224.699,261.888,215.353,7.021,2.692,27.616,135.376,176.897,178.164,110.401,69.8861,521.416,949.76,1133.688,802.2702,1,-2.289,1005,0,13,10.8,0.579,,PF3D7_0715200,Q8IBU8
9.76,36.738,34.25,3.742,0.616,12.411,85.992,114.622,94.523,61.52,38.7605,77.599,58.755,62.017,34.6015,0.977,-0.436,116,1605.410251,9,8.98,0.481,sp|Q8IU85|KCC1D_HUMAN,PF3D7_0715300,A0A143ZZT8
4.982,85.21,185.692,5.517,7.649,126.338,185.416,200.124,108.335,99.396,41.48375,321.161,320.394,554.464,254.4632,1,-2.83,51,0,3,9.9,0.532,,PF3D7_0715400,A0A143ZXA3
2015.016,2674.618,2242.3,7.498,10.218,141.901,216.576,165.951,106.866,82.293,44.6485,48.047,43.151,59.471,0,1,-1.82,11,0,0,0,0,,PF3D7_0715500,Q8IBU5
343.896,974.742,991.834,7.98,24.009,207.575,348.074,333.529,218.846,142.81,76.22945,92.838,107.532,54.867,113.9523,0.121,-2.943,96,782.5033156,12,7.36,0.385,tr|F8WAU4|F8WAU4_HUMAN,PF3D7_0715600,Q8IBU4
32.818,38.887,47.326,1.702,6.11,45.402,69.215,79.38,39.715,44.146,30.41975,66.072,74.294,133.506,3.4588,0.161,-3.047,14,0,1,1.53,0.023,,PF3D7_0715700,Q8IBU3
49.78,50.301,88.143,8.879,37.898,134.958,284.848,263.543,128.424,114.917,47.14,163.618,156.819,446.309,208.5718,0.847,-3.052,196,0,7,16.08,0.77,,PF3D7_0715800,Q8IBU2
122.249,106.722,90.403,11.093,19.921,260.449,462.118,372.786,320.585,173.816,104.0216,97.736,111.679,111.812,9.5311,1,-1.312,169,1007.189928,9,11.6,0.617,sp|Q9BRI3|ZNT2_HUMAN,PF3D7_0715900,Q8IBU1
146.878,116.025,115.19,288.94,237.33,223.842,290.919,342.174,376.86,119.39,112.19575,395.205,267.541,169.318,309.3769,0.255,-2.619,678,835.5488,5,1.61,0.026,sp|P26368|U2AF2_HUMAN,PF3D7_0716000,Q8IBU0
115.701,94.295,101.802,250.158,224.06,164.454,84.801,74.567,78.71,47.285,61.73845,74.7,30.838,21.279,5.9037,0.19,-3.271,300,430.3055192,8,2.39,0.063,tr|E7EW05|E7EW05_HUMAN,PF3D7_0716100,Q8IBT9
119.527,237.196,184.524,757.879,504.173,239.951,212.584,175.262,145.709,120.084,176.34045,535.993,629.739,745.419,287.893,0.153,-2.763,472,444.7088942,10,16.91,0.791,tr|F5H4V9|F5H4V9_HUMAN,PF3D7_0716200,Q8IBT8
792.564,1250.034,1299.149,58.746,338.938,1071.577,2005.153,1847.577,1165.296,804.425,347.8206,386.436,389.402,930.002,296.7808,0.574,-2.253,225,0,2,9.73,0.523,,PF3D7_0716300,Q8IBT7
298.641,356.063,297.715,45.913,26.225,49.924,161.12,165.35,148.732,80.284,56.20635,324.084,323.741,201.797,43.7761,0.14,0,22,0,1,5.97,0.293,,PF3D7_0716400,A0A143ZY73
36.256,32.845,34.547,7.503,21.478,118.837,132.652,114.126,75.717,62.271,42.4468,57.373,47.016,60.488,142.5689,0.653,-3.058,166,0,7,14.74,0.733,,PF3D7_0716500,C0H4M9
95.808,95.4,124.425,2.213,11.654,35.215,44.3,50.875,27.07,32.199,17.32335,41.658,63.771,66.601,52.9272,0.408,-2.488,140,1410.252747,5,11.73,0.623,sp|Q96I15|SCLY_HUMAN,PF3D7_0716600,Q8IBT4
5.612,65.994,58.422,3.428,7.509,59.868,49.515,61.755,47.623,44.607,32.1643,61.307,86.513,53.298,19.9386,0.206,-2.764,1753,0,11,4.8,0.213,,PF3D7_0716700,Q8IBT3
159.378,352.648,273.147,665.659,844.848,943.775,713.936,434.645,368.728,194.804,189.41445,283.268,323.548,344.732,298.2937,0.143,-2.97,14,3210.990826,5,19.05,0.834,sp|Q13347|EIF3I_HUMAN,PF3D7_0716800,Q8IBT2
280.265,240.871,207.75,82.206,180.201,222.564,173.02,162.178,94.767,110.238,60.4827,495.479,637.308,1187.27,601.9195,0.122,-3.195,14,0,7,28.06,0.923,,PF3D7_0716900,Q8IBT1
31.48,28.228,39.404,4.33,2.885,15.581,78.668,111.683,82.078,70.013,44.51515,66.043,84.329,71.51,96.9345,0.703,-2.707,46,0,11,66.16,0.99,,PF3D7_0717000,A0A143ZVX7
20.402,70.631,93.623,16.365,75.234,195.669,213.848,181.626,169.233,109.071,80.8201,65.947,54.253,61.835,29.4697,1,0.88,228,559.2078947,11,20.56,0.858,sp|Q9NXN4|GDAP2_HUMAN,PF3D7_0717100,C0H4N1
28.491,53.769,60.508,126.932,154.246,100.63,213.413,410.282,531.45,560.326,417.82715,160.695,170.315,160.165,66.3594,0.5,-2.423,70,487.2389791,4,8.81,0.472,sp|Q8IXT5|RB12B_HUMAN,PF3D7_0717200,C0H4N2
5.533,20.141,23.072,64.008,86.594,48.397,47.067,48.479,61.817,108.642,85.97205,37.373,41.325,17.406,36.7388,0.486,-2.701,89,1020.416327,3,1.86,0.037,sp|P29083|T2EA_HUMAN,PF3D7_0717300,C0H4N3
62.174,83.233,27.142,299.837,355.347,278.265,117.751,98.649,112.592,116.872,106.3096,93.305,73.209,45.89,5.5504,1,1.159,971,1344.875233,10,19.63,0.842,sp|Q9BXR0|TGT_HUMAN,PF3D7_0717400,Q8IBS6
188.05,33.191,26.048,129.52,95.855,99.68,334.782,848.063,942.259,1065.909,800.98645,913.217,931.232,294.8,3062.8256,0.999,-2.794,24,2272.741288,10,8.91,0.477,tr|A0A8V8TPM4|A0A8V8TPM4_HUMAN,PF3D7_0717500,Q8IBS5
129.676,107.124,130.535,8.207,2.753,27.739,119.976,195.25,203.918,142.769,85.62355,483.715,732.191,1119.922,661.9808,0.329,-2.592,290,0,2,1.61,0.026,,PF3D7_0717600,A0A143ZVJ7
120.396,341.975,316.983,932.294,892.671,773.081,869.119,649.595,513.288,370.701,262.66895,749.32,863.937,917.45,684.5604,0.127,-3.11,124,4304.25974,6,17.56,0.804,tr|Q5T5C7|Q5T5C7_HUMAN,PF3D7_0717700,Q8IBS3
32.183,22.674,30.98,4.328,13.725,23.238,19.084,29.046,28.993,17.226,27.0505,72.238,93.778,169.85,88.2253,1,-2.389,553,0,5,9.89,0.532,,PF3D7_0717800,Q8IBS2
81.856,63.055,45.535,18.077,61.538,99.372,67.423,46.658,33.67,26.299,16.3786,44.59,39.126,33.823,1.1621,0.14,-2.871,89,0,6,4.72,0.207,,PF3D7_0717900,Q8IBS1
4.199,6.153,4.163,0.881,1.204,2.118,2.395,5.299,3.663,3.7,1.8901,27.963,32.112,14.85,207.998,1,-0.669,524,441.3356141,,,,sp|Q9P2D7|DYH1_HUMAN,PF3D7_0718000,
2.093,9.015,20.833,2.411,1.435,26.54,69.935,52.688,44.676,29.539,16.54725,100.603,75.657,46.571,377.3524,1,-1.152,724,0,20,16.89,0.79,,PF3D7_0718100,Q8IBR9
0,0.218,0.917,1.208,0.04,0.433,0.585,4.35,4.693,16.698,19.68405,2.658,14.035,9.173,79.1088,1,-0.19,302,224.1489579,48,17.33,0.801,sp|Q9H1U4|MEGF9_HUMAN,PF3D7_0718300,Q8IBR8
51.691,84.656,75.144,36.654,163.112,294.009,403.723,492.353,476.545,627.181,510.5215,311.929,280.144,392.238,46.2604,0.153,-2.673,12,0,0,0,0,,PF3D7_0718400,Q8IBR7
